Identifier,Date of Publication
2201368,1885
2201511,1733
2201749,1860
2202080,1860
2202083,1874
2202085,1876
2202091,1899
2202096,1859
2202109,1866
2202128,1895
2202381,1844
2202535,1880
2202564,1814
2202567,1822
2202568,1830
2202572,1844
2202577,1822
2202636,1821
2202672,1847
2203191,1897
2203192,1896
2203597,1867
2204249,
2205797,1840
2206197,1805
2207638,1879
2207941,1801
2208418,1891
2208952,1743
2209105,1863
2209106,1864
2209236,1883
2209778,1838
2209849,1895
2210129,1794
2210584,1866
2211283,
2212548,1875
2212579,1875
2212761,1870
2212800,1868
2213001,1873
2213500,
2213996,1833
2215520,1886
2215803,
2252848,1647
2252919,1867
2253656,1847
2253760,1832
2255003,1876
2255004,1894
2255028,
2255140,1845
2255336,1889
2256636,1883
2257049,1865
2257126,
2257889,1881
2258041,1839
2258870,1894
2258907,1865
2259791,1857
2260024,1854
2260933,1871
2260934,1876
2261526,1862
2261536,1871
2262790,1864
2263709,1872
2263917,1875
2263922,1866
2264497,1889
2265167,1873
2265297,1891
2265444,1872
2265450,1859
2265531,1868
2266317,1693
2266498,1861
2267286,1881
2267421,1887
2267623,1803
2267625,1804
2268192,1831
2269010,1885
2269059,1851
2269157,1808
2269236,1892
2269265,1857
2269268,1875
2269329,
2269330,
2269347,1892.
2270424,1899
2270441,1896
2270459,1899
2270479,1898
2270489,1899
2270601,1677
2270608,1858
2270610,
2270831,1875
2271252,1891
2271309,1884
2271376,1884
2273126,1863
2273128,1839
2273259,1894
2273556,1883
2275095,1809
2275287,1816
2275818,1896
2279517,1874
2279518,1875
2279869,1880
2280816,1840
2281101,1858
2281168,1852
2281467,1863
2281468,1830
2281910,1856
2282871,1878
2283812,1888
2284421,1847
2285996,1874
2286138,1899
2286588,1872
2287387,1851
2287607,1861
2287711,
2290919,
2291162,1856
2291163,1836
2291164,1859
2292992,1835
2293127,1878
2293129,1896
2293132,1839
2293156,1875
2293650,1850
2294104,
2294718,1864
2294742,1879
2294976,1855
2295065,1870
2296953,1775
2297495,
2297959,1896
2298000,
2298046,1877
2298092,
2298313,1816
2298359,1892
2298738,1853
2299204,1658
2299231,1829
2299373,1840
2299790,1632
2299898,1828
2299911,1882
2299945,1831
2300055,
2300058,1848
2300162,1875
2300799,1867
2300865,1896
2300886,
2300912,1892
2300944,
2301839,1881
2301840,1896
2302431,1816
2302630,1860
2302644,1849
2302664,1868
2302673,1873
2302978,1893
2303020,1888
2303075,1876
2304442,1880
2304908,1879
2304919,1885
2304920,1881
2304923,1884
2304932,1878
2304960,1888
2304963,1886
2306005,1859
2306336,1857
2306941,1898
2307294,1854
2307529,1862
2307530,1862
2307925,1848
2308290,1826
2308371,1866
2309005,1890
2309817,1870
2310029,1880
2311983,
2312045,1897
2312368,1873
2312822,1859
2313728,
2313732,1898
2313753,1886
2313755,
2313825,1895
2314226,1876
2314884,1852
2315082,1881
2318877,1880
2319358,1867
2319551,1890
2319968,1872
2320140,1896
2321144,1890
2322452,1811
2322458,1867
2322459,1877
2322612,
2322636,1836
2322661,1897
2322711,1861
2323532,1870
2323792,1835
2323794,1836
2324837,1834
2326041,1895
2326542,1879
2327477,1834
2328261,1866
2329424,1898
2330305,1819
2333265,1890
2333301,1881
2333328,1877
2333329,1874
2333337,1896
2333348,1883
2333421,1880
2333801,1897
2334063,1850
2334244,1815
2334365,1872
2335562,1888
2335732,1829
2335748,
2336761,1841
2336836,1841
2336905,1879
2339094,1877
2340540,1887
2341011,1892
2342295,1895
2342940,1896
2343054,1899
2343499,1815
2343500,1815
2343501,1816
2343716,1896
2344409,1889
2344531,1877
2345326,1862
2345428,
2345757,1788
2345814,1885
2346003,1872
2346736,1840
2346941,1880
2347299,1837
2347741,1838
2349278,1849
2349292,1848
2350338,1874
2352468,
2352853,1894
2354463,1888
2355494,1876
2355874,1895
2356007,1892
2357028,1848
2357428,1899
2357502,1862
2357886,1891
2357893,1894
2357913,1893
2358571,1882
2358603,
2358843,1822
2359721,1892
2359764,1856
2359899,1768
2360094,1866
2360176,1887
2360243,
2361028,1878
2362558,
2362596,1822
2362631,1891
2362632,1884
2363111,1887
2363611,1839
2363616,1887
2363617,1895
2364658,1897
2364872,1866
2364873,1869
2364895,1863
2365284,1850
2365345,1890
2366319,1851
2366952,1888
2367792,1782
2368499,1896
2368515,1898
2369123,
2369125,1887
2369126,1897
2369129,
2369133,1891
2369135,
2369136,
2369278,1847
2369682,1894
2370516,1896
2370535,1847
2370941,
2371853,1823
2372089,1825
2372277,1826
2372376,1817
2372671,
2373893,1889
2374658,1891
2375366,1894
2375572,1847
2375681,1888
2376387,1811
2377760,1863
2377847,1855
2378385,1869
2378387,1875
2378816,1853
2379454,1856
2379955,1856
2379956,
2379962,
2379964,1867
2380934,1863
2381037,1898
2381101,1876
2381571,1788
2382631,1877
2383174,1817
2383175,1818
2383476,1862
2383997,1898
2384521,1895
2384752,1814
2384765,1880
2384776,1871
2385199,1874
2385215,1899
2385401,1893
2386709,1896
2387051,1876
2387059,1875
2387167,1850
2387170,
2387215,1887
2387609,1862
2387610,1859
2388118,1845
2389499,1881
2389782,1889
2389972,1878
2390063,1865
2390843,1896
2390952,1895
2391015,1896
2391060,1897
2391161,1896
2391243,1897
2391267,1897
2391357,1895
2391411,1896
2391446,1897
2391483,1897
2391549,1897
2392422,1856
2392576,
2394104,1899
2394312,1897
2394777,1899
2394937,1885
2396288,1602
2396483,1884
2397919,1862
2397989,1886
2398422,1893
2398750,1889
2398821,1866
2398924,1890
2399010,1863
2400180,1853
2402843,1894
2402961,1880
2402964,1849
2403588,1878
2404150,1888
2404683,1887
2404766,1890
2405399,1868
2405678,1859
2406951,1888
2406954,1838
2409879,1810
2409896,1801
2409912,1822
2410709,1865
2410789,1850
2412531,1823
2412662,1864
2413929,1850
2414119,1839
2414234,1798
2414782,1774
2415000,1896
2415222,1866
2415262,1847
2416189,1862
2416426,
2416730,1866
2416787,
2416959,1805
2416972,1864
2416989,1810
2417038,1818
2417052,1893
2417063,1656
2417407,1894
2418284,1870
2419138,
2419854,1866
2420159,1862
2420207,1847
2420345,1834
2421124,1842
2421913,1891
2422509,
2424316,1824
2425650,1810
2425694,1864
2426179,1821
2428101,1858
2429086,1882
2429267,1890
2429592,1872
2431870,1857
2431925,1876
2432191,1885
2432581,1877
2434154,1853
2434160,1845
2434257,1871
2434867,1860
2434907,1885
2435072,1812
2435099,1865
2436526,1874
2437160,
2437264,1856
2437265,1858
2437286,1874
2437775,1896
2438127,1862
2438937,
2440482,1779
2441312,
2441396,1805
2441662,1884
2441813,1848
2442134,1831
2442181,1862
2444074,1879
2444254,1877
2444264,1864
2444307,1812
2444536,1843
2445036,
2445947,1877
2445991,1877
2446878,1854
2447486,1885
2447849,1830
2448124,
2448125,
2448143,
2448403,1878
2449222,1847
2450159,1820
2452245,1844
2453258,1865
2453427,1878
2453459,1875
2453493,1898
2453891,1852
2453980,1891
2454192,1815
2454193,1820
2454568,1853
2454687,1850
2454853,1898
2454892,
2454900,1877
2454908,1876
2454918,1885
2455966,1872
2456014,1876
2458476,1851
2458553,1896
2460521,1827
2461492,1876
2461548,1870
2461868,1863
2461982,
2462183,1871
2462653,1641
2462657,1641
2462751,1874
2463041,1891
2463141,1874
2463444,1765
2463500,1835
2463885,1872
2464695,1876
2466310,1887
2466419,1817
2466551,1881
2466552,1881
2466675,1897
2466691,1896
2466930,1858
2467081,
2467432,
2467859,1893
2468107,1889
2470109,1869
2470320,1821
2470408,
2470441,1853
2472152,1864
2473038,1893
2476636,1894
2477106,1874
2477729,1891
2478075,1873
2478948,
2478949,
2479282,1860
2479588,1881
2480347,1742
2480626,1865
2482073,1833
2482204,1867
2482225,1805
2483175,
2483178,
2483180,1889
2483256,1891
2483322,1869
2483323,1869
2483616,1845
2484195,1882
2484198,1876
2484810,1794
2485686,1834
2485689,1877
2485723,1802
2485724,1802
2486393,1640
2486423,1778
2486455,1653
2486456,1661
2487334,1826
2488511,1887
2490751,1867
2490963,1867
2491871,1896
2492170,1899
2492520,1852
2492632,1892
2493056,1879
2493147,1896
2493369,1854
2493810,1899
2493942,
2494217,1889
2494657,
2494660,1891
2495306,1870
2495330,1863
2495843,1843
2496649,1888
2496959,1871
2496975,1865
2496981,1854
2497491,1892
2498524,1823
2500242,1879
2500569,1894
2500677,
2500745,1869
2501517,1851
2501548,1695
2501612,1853
2501642,1878
2501643,
2501649,
2501651,1881
2502001,1893
2502067,1763
2502087,1788
2502401,1686
2502405,1831
2502523,1894
2502628,1806
2502630,1826
2502634,1847
2502637,1870
2502660,1819
2503129,1898
2503645,1778
2505168,1860
2505472,1825
2505790,1771
2505800,1796
2505877,1890
2506844,
2506888,1808
2507419,1866
2508229,1802
2508432,1775
2509418,1876
2509513,
2509514,1898
2509989,1848
2510848,1868
2510849,1873
2511029,1794
2512179,1822
2512448,
2512472,1887
2512478,1893
2513349,1883
2513874,1773
2514663,1882
2514717,1761
2516405,1858
2516458,1849
2516639,1866
2517087,1897
2517175,1893
2517665,1806
2517940,
2518207,1876
2518675,1891
2518884,1877
2519117,
2519118,
2519353,1846
2520315,1716
2521072,1670
2521073,1707
2521619,1874
2522623,1898
2522916,1874
2522933,1897
2523013,1878
2523445,1893
2523708,1878
2523711,1877
2523712,1882
2523732,1893
2523736,1854
2523743,1879
2524377,1862
2524378,1868
2524379,1894
2524388,1858
2524390,1888
2524767,
2526260,1849
2526303,1847
2526934,1818
2527125,1660
2527489,1891
2527850,1858
2527933,1890
2528157,1896
2529511,1840
2529527,1850
2530271,1896
2530381,1771
2530493,1828
2530614,1895
2530913,1840
2531142,1894
2532176,1885
2532412,1845
2533791,1852
2533858,1869
2533942,1821
2534844,
2534849,1844
2535622,1899
2535623,1896
2537339,
2537678,1800
2537878,1841
2538942,1897
2538945,1897
2539253,1860
2539399,1803
2539517,1886
2539667,
2539744,1820
2540742,1804
2540916,
2540933,
2541020,1893
2541022,1856
2541027,1835
2541036,1817
2542518,1877
2542576,1888
2543884,1855
2546970,1841
2550725,1895
2550727,1897
2551214,
2551263,1878
2553249,1844
2553250,1846
2553315,1674
2553554,1842
2554981,1848
2555264,1862
2555731,1836
2555887,1819
2556356,
2556554,
2557729,1899
2558020,1802
2558177,1911.
2558465,1836
2559063,1862
2559687,1889
2559962,1826
2559964,1855
2560562,1887
2564334,
2564391,1832
2566390,1859
2566503,1734
2566578,1847
2566789,1857
2566790,1859
2566792,1898
2567587,1897
2567776,1864
2568462,1875
2568808,1819
2568978,1795
2571306,
2572610,1853
2572662,1848
2573707,1830
2574058,1865
2574880,1861
2575502,1844
2575946,1862
2576737,1819
2576872,1898
2577270,1892
2578955,1841
2578959,1899
2579251,1825
2580309,1869
2580687,1841
2580690,
2581303,
2581664,
2581753,1897
2581754,1897
2581800,1875
2582423,1894
2582553,1864
2584909,1892
2585192,1873
2586410,1859
2587013,1871
2587043,1833
2587230,1845
2587309,
2587363,1892
2587621,1894
2587727,1836
2588452,1840
2588510,1873
2589980,1890
2589981,1891
2589983,
2589984,1890
2589986,
2590468,1861
2590617,1891
2590840,1875
2591073,1845
2593503,1840
2594423,1876
2594665,1856
2594666,1855
2595498,1893
2595715,1857
2597444,1893
2597701,1802
2598395,1831
2598459,1856
2598465,1851
2599202,1695
2599212,1859
2599811,1879
2599812,1887
2600064,1882
2600155,1891
2600556,1884
2601851,1816
2601972,1819
2603159,
2603727,1891
2603728,1893
2603732,1897
2603735,1898
2603737,1897
2603738,1897
2604079,1816
2604135,1857
2604143,1833
2604159,1858
2604296,1863
2604308,1838
2604405,1848
2604418,1889
2604822,1788.
2604842,1845
2605195,1823
2605597,1815
2605630,1818
2605637,1816
2606164,1854
2606170,
2606305,1886
2607147,1880
2607458,1813
2607471,1869
2607910,1879
2608793,1866
2610759,1864
2611032,1849
2612105,1890
2612642,1816
2613551,1895
2615803,1878
2615817,
2616496,1774
2616499,1793
2616539,
2617491,1844
2618902,1806
2621578,1789
2621640,1890
2622288,
2628403,1832
2628735,1877
2628851,1897
2629358,1894
2630572,1878
2631042,1896
2631193,1860
2631618,1888.
2631940,1880
2632878,1888
2632895,1846
2642395,1895
2642744,1839
2642832,1851
2642871,
2643237,1868
2644216,
2644741,1829
2647812,
2648270,1845
2648539,1817
2649143,1817
2649296,1864
2649499,1891
2649731,1840
2649974,1844
2649977,1876
2651776,1877
2652172,1883
2652173,1875
2652174,1889
2653531,1853
2654664,1894
2655205,1883
2655336,1877
2656149,1897
2656263,1858
2657417,1761
2657437,1846
2659379,1873
2659462,1876
2659528,1887
2659704,1885
2660154,1817
2660155,1880
2660406,1860
2660930,
2661357,1857
2661358,1862
2661810,1883
2662368,1895
2662975,1897
2663035,1863
2663609,1873
2663908,1831
2664071,1894
2664336,1855
2664582,1899
2664693,1897
2664838,1817
2665077,
2665079,
2665087,1897
2665088,1873
2665324,1850
2665591,1854
2666154,
2666670,1808
2667117,1813
2667797,1844
2667930,1856
2668448,1877
2668453,
2668467,1881
2669764,1854
2669800,1847
2669801,1849
2669806,1846
2669807,1852
2669808,1854
2669811,1844
2669812,1849
2669816,1848
2669817,1859
2669821,1854
2669826,1852
2669827,1852
2669829,1839
2669831,1853
2669833,1846
2669834,1858
2669835,1852
2669839,1854
2669841,1858
2669842,1854
2669843,1853
2669847,1853
2669848,1841
2669849,1847
2669859,1845
2669992,1858
2669993,
2670690,
2671011,1841
2671024,1865
2671030,1898
2671037,1868
2671102,1899
2672603,1891
2673213,1895
2673786,
2673830,
2674044,1892
2674420,
2674585,1829
2676396,1888
2676428,
2676731,1832
2677241,1878
2677361,1865
2677365,1871
2677482,1894
2677546,1837
2677803,1857
2677804,
2677837,1876
2678173,1854
2678174,1854
2679160,1884
2679425,1823
2680246,1853
2682473,1824
2682514,1860
2683094,1857
2683168,1851
2683169,1871
2683469,1850
2683888,
2685281,
2686346,1852
2686576,1839
2686608,1878
2686983,1865
2686986,1832
2687238,
2687255,1881
2687257,1889
2687398,
2688596,
2688827,1840
2690130,1841
2690414,1889
2690499,1850
2690597,1861
2692363,
2692928,1820
2693230,1796
2694403,1851
2694723,1891
2694895,1820
2694925,1880
2695716,1847
2696424,1877
2696670,1821
2696671,1824
2696672,1826
2697382,1887
2697461,1843
2697662,1851
2697956,
2698099,1892
2699600,1884
2702363,1880
2702678,1879
2703625,1854
2703670,1840
2703695,1869
2703788,1870
2703933,1890
2704195,1850
2704197,1875
2704201,
2704230,1865
2704364,1874
2704568,1893
2704835,
2705275,1885
2705281,1856
2705501,1875
2705692,1882
2706933,1857
2707120,1896
2709912,1858
2712024,1872
2712690,1878
2712979,1898
2714138,1823
2714376,1813
2715238,1865
2715285,1885
2715321,1801
2715467,1882
2715984,1889
2715985,1889
2715986,1889
2717343,1864
2717670,
2718290,1885
2718647,1878
2718648,
2718697,1845
2718848,
2718954,1898
2719774,1857
2719779,1855
2719950,1853
2720548,1869
2721109,1887
2721489,1870
2722435,1896
2723325,1895
2724585,1889
2724586,1892
2724588,1899
2726904,1814
2728064,1894
2728924,1896
2729094,1880
2731481,1892
2731733,1719
2732286,1872
2732357,1890
2732957,
2733035,1827
2733190,
2733400,
2733601,1873
2734279,
2734334,1889
2735878,1837
2736507,1825
2737645,1833
2738141,
2738178,
2738228,
2740260,1847
2740304,1707
2740310,1859
2740334,1824
2740463,1693
2740490,1845
2740610,1815
2740636,1818
2740888,1859
2740889,
2740891,1778
2740896,1821
2740918,1795
2741708,1894
2741780,1837
2741961,1857
2742096,1874
2742216,1869
2742303,1866
2742437,
2742498,
2742552,1843
2742592,1861
2742774,1841
2743125,1812
2743126,1812
2743394,1678
2743400,1874
2743491,1857
2743527,1851
2744404,1892
2744695,1834
2744696,1835
2745277,1868.
2745685,1896
2745847,1768
2746175,1842
2746777,1892
2746830,1863
2746957,1899
2746988,1883
2747008,1888
2747009,1899
2748145,1881
2748204,1839
2748231,1865
2748780,1868
2749023,1897
2749418,1812
2749433,1894
2750084,1882
2750962,
2750963,1840
2752227,
2752228,
2752632,1893
2752638,
2752658,1817
2753254,1858
2753431,1824
2753914,1812
2754140,1898
2754298,1872
2754769,1890
2754814,1826
2755109,1899
2755607,1846
2755664,1887
2755969,1822
2757055,1873
2757337,1886
2757539,1884
2759346,1846
2760009,1805
2761285,1895
2761610,1812
2762319,1893
2763231,1899
2763295,1845
2777080,1894
2777736,1852
2777762,1834
2778222,1817
2778249,1800
2778250,1807
2778816,1851
2779482,1878
2779568,1882
2779871,1838
2779937,
2780110,1876
2780941,1889
2781147,1885
2781200,1880
2781218,1805
2781356,1885
2782136,1883
2782284,1886
2782859,1896
2784643,1808
2785497,1826
2787914,
2788161,1893
2788359,1880
2788930,
2790115,1824
2791236,1826
2791603,1859
2791840,
2792480,1877
2792647,1888
2792848,1773
2793502,1765
2794089,
2794177,1869
2794423,1897
2794692,1833
2794847,1863
2795271,1894
2796042,1833
2796925,1869
2796928,1861
2797174,1800
2797313,1884
2797316,1888
2798080,1869
2798407,1696
2798429,1824
2798431,1898
2800444,1854
2800634,1878
2800740,1885
2802066,1862
2802067,1863
2802996,1897
2803116,1895
2803117,1896
2803118,1897
2803143,1896
2803147,1896
2804363,1897
2805023,1868
2805383,1890
2805595,1883
2805721,1898
2805887,1863
2805935,1893
2806378,1823
2807727,1842
2808110,1854
2808159,1894
2808162,
2808801,1819
2809534,1871
2810116,1879
2811288,1754
2811702,1841
2811710,1894
2812462,1897
2812820,1894
2813525,1865
2813979,1891
2814068,1826
2814284,1889
2814778,1866
2815003,1863
2815063,1859
2815352,1859
2815920,1814
2815953,
2816009,
2816063,1898
2816065,1893
2816096,1877
2816144,1885
2816145,1887
2816148,1890
2816149,1888
2816150,1893
2816151,1892
2816237,1832
2817163,1858
2817397,1894
2817852,1823
2819320,1881
2819664,1827
2819742,1867
2819798,1858
2819799,
2819802,1876
2819817,
2819898,1820
2820541,1859
2822483,
2822685,1872
2822910,1874
2823380,1859
2823646,1852
2823952,1850
2824693,1829
2825196,1853
2827691,1805
2830716,1897
2831037,1858
2839670,
2839703,1876
2841017,1853
2855619,1795
2856419,1830
2856780,1886
2861949,1887
2868249,1887
2868655,1824
2869620,1823
2872603,1881
2873574,
2873575,1894
2875358,1892
2875484,1881
2876051,1882
2876053,1881
2876054,1882
2876055,1881
2876059,1880
2876060,1880
2876061,1880
2876254,1892
2877810,1814
2877827,1827
2878124,1752
2878727,1835
2879890,1887
2880036,1856
2880365,1880
2880376,1897
2883689,1807
2883998,1817
2884267,1882
2884426,1885
2884782,1891
2884864,
2885484,1860
2886677,1869
2889268,1860
2890427,1891
2890429,1887
2891812,1872
2891837,1738
2892810,1871
2893350,1889
2893658,1870
2894644,1855
2894649,1852
2894653,1861
2894654,1862
2895559,1865
2896218,1874
2896227,1883
2896532,1826
2899489,1845
2899769,1867
2899823,1880
2900911,1891
2900919,1894
2901097,1889
2901143,1891
2901148,1889
2901150,1891
2901151,1890
2901315,1743
2902069,1817
2902093,1817
2903052,1891
2904619,1840
2904692,1767
2905575,
2905974,
2906738,1877
2906804,1824
2906831,1844
2908733,
2911096,1874
2911148,
2911527,1765
2912115,1876
2912807,1882
2912812,1864
2912841,1864
2912864,1829
2913154,1836
2913162,1884
2913733,1863
2913967,1899
2915291,1823
2916587,1895
2917073,
2917481,1882
2917540,1879
2918208,1869
2919241,1780
2919316,1795
2919434,1790
2919458,1791
2919550,1792
2919559,1788
2919595,1788
2919596,1788
2919631,1679
2920301,
2921085,1802
2921088,1817
2921090,1806
2921217,1865
2921218,1881
2922205,1874
2922765,1863
2923178,1872
2923248,1871
2923869,1895
2926807,1865
2927217,1778
2927515,1882
2927517,1887
2929012,1828
2929503,1752
2929606,1892
2929702,1852
2930023,1881
2930057,1874
2930164,
2931086,1800
2931384,1825
2931799,1845
2931838,1821
2931839,1830
2931860,1819
2931861,1826
2931934,1825
2931976,1806
2932131,1833
2932244,1810
2932246,1829
2932247,1833
2932418,1825
2932480,1841
2932488,1820
2932903,1892
2933024,1826
2933443,1899
2934110,1802
2934610,1886
2934636,1809
2935544,1886
2935551,1889
2937087,1733
2937091,1868
2937171,1896
2937474,1806
2937628,1885
2938347,1510
2939304,1779
2939330,1889
2939353,
2940239,1891
2940969,1895
2941298,1859
2941299,1871
2941534,1722
2941558,
2941561,1815
2941564,1891
2941629,1835
2941681,1858
2941688,1792
2941696,
2941774,
2941776,1740
2941807,1871
2942795,
2944125,1893
2944391,1869
2944393,1872
2944394,1873
2947822,1861
2948702,1766
2950142,1896
2950176,1877
2951046,1891
2951296,1875
2951298,1898
2952521,
2952566,1893
2953102,1894
2953202,1887
2953225,1664
2954310,1806
2954702,1866
2955067,1882
2955460,1877
2955613,1890
2955627,
2955912,1870
2956425,1899
2956627,
2956675,1862
2957063,1760
2957095,1794
2957099,1803
2957112,1824
2957139,1871
2957190,1743
2957216,1893
2957256,1760
2957289,1825
2957648,1819
2957667,1799
2958438,1866
2959035,
2961637,1894
2962407,
2962476,1854
2962783,
2962839,1882
2962955,1842
2963355,1858
2963359,1861
2963765,1838
2963956,1886
2966275,1843
2966455,1892
2967045,1803
2967049,
2968198,1896
2968284,1855
2968647,1899
2969453,1873
2969472,1864
2970779,1866
2971353,1765
2971355,1766
2971399,1882
2972260,1813
2972520,1851
2972653,1876
2972654,1885
2973258,1871
2974513,1888
2974666,1883
2975929,1846
2976836,
2976901,1844
2976902,1852
2976903,1853
2976907,1885
2976911,
2976927,1896
2977029,1868
2978645,
2980080,1835
2980081,
2981885,1800
2983560,1874
2983562,1878
2983574,1844
2983575,1844
2983576,1847
2983593,1874
2983594,1878
2983600,1893
2983620,1873
2983626,1892
2984116,1877
2984197,1870
2984606,1818
2985708,1892
2985958,1860
2988488,
2988503,1857
2988524,1899
2988667,1842
2988728,1824
2989249,1857
2990853,
2990860,
2991235,1880
2991260,1802.
2991261,1803
2991262,1804
2991344,1852
2991959,1841
2991982,1884
2992063,1838
2992068,1835
2992729,1857
2992782,1858
2993223,1729
2993494,1874
2993534,1819
2993664,1866
2995169,1866
2995760,1794
2996102,1820
2997803,1844
2998150,1885
2998542,1718
2999642,
2999716,1887
3002486,1852
3002515,1845
3003351,1841
3003550,1870
3003589,1891
3004366,1885
3005108,1870
3005515,1845
3005641,1892
3005962,1862
3006488,1831
3006795,1894
3008022,1853
3008060,1805
3008688,1878
3008734,1899
3008965,1886
3009521,1847
3009523,1839
3009524,1847
3009527,1845
3009528,1853
3009534,1844
3009535,1855
3009538,1856
3009540,1855
3009972,1880
3010076,1810
3010080,1794
3010207,1882
3010315,1896
3011417,1835
3011566,1886
3011641,1878
3012408,1884
3012409,1883
3012662,1805
3013348,1829
3013355,1837
3013356,
3013416,1875
3013705,1817
3013768,1813
3014819,1788
3014995,1895
3014997,1872
3015001,1857
3015947,1865
3015967,
3016379,1876
3016578,
3018675,1895
3018918,1675
3019075,1713
3019108,1846
3020710,
3020773,1873
3020816,
3020996,1856
3021326,1879
3021346,
3021594,1893
3021798,1888.
3021995,1850
3022202,1892
3022208,
3022241,
3022425,1795
3022543,1633
3022545,1638
3022568,1682
3022594,1819
3024282,1854
3024902,1844
3025253,1869
3026189,1846
3026434,
3026436,
3026441,
3026531,1891
3028091,1879
3028266,1854
3029083,1881
3029216,1798
3029444,1834
3029507,1805
3030800,1873
3031773,1887
3032008,1890
3032384,1693
3033148,
3033339,1864
3033626,1798
3033760,1876
3034307,1879
3034308,1886
3034961,1884
3035466,1813
3035540,1883
3036125,1777
3036186,1865
3036207,1894
3036324,1775
3036346,1818
3036588,1892
3037192,1875
3038739,1757
3038812,
3039451,1875
3039455,1852
3039533,1899
3040981,1692
3043509,1893
3044262,1840
3045429,1864
3045760,1836
3045772,1836
3045773,1842
3046421,1866
3046934,1824
3047010,1673
3047015,1678
3047090,1866
3047769,1878
3048212,
3049924,1870
3050339,1887
3050340,1838
3051193,1858
3051263,1879
3051977,1891
3052245,1846
3052792,1840
3055004,
3055005,
3055007,1893
3055009,1896
3055019,1871
3055094,1875
3056220,1819
3057425,1896
3057612,
3058491,1895
3058648,1867
3058649,1867
3058650,1867
3059315,1891
3059317,1891
3059677,1858
3059705,1896
3061122,1673
3061205,1873
3061654,1814
3061876,
3064031,1896
3064385,
3065387,
3065648,1889
3066116,
3066148,1867
3066245,1899
3066476,1878
3066525,1836
3066551,1890
3067198,
3067283,1856
3069192,
3069523,1873
3069590,1877
3070708,1829
3071810,1899
3071908,1891
3071969,1889
3072184,
3072313,1873
3072537,1868
3073641,1898
3073873,1874
3074039,1898
3074125,1827
3074654,1876
3076119,1859
3076426,1898
3076488,1847
3076549,1877
3076737,1837
3076829,
3077295,1895
3077549,1871
3077986,1821
3078533,
3079096,1878
3079908,1849
3080113,
3080487,1898
3080540,1861
3082780,1802
3082946,1855
3083383,1852
3083703,1819
3084372,1892
3085260,1818
3085261,1821
3085316,1888
3085319,1834
3085889,1826
3087515,
3087996,1853
3088095,1888
3088274,1873
3088726,1860
3089378,1809
3089489,1899
3091221,1797
3091222,1798
3091256,1667
3091878,1858
3091926,
3094162,1853
3094164,1860
3094198,1900
3094343,1847
3094345,1837
3094676,1873
3095091,1843
3095901,1887
3096701,1878
3098010,1899
3098610,1897
3099141,
3100705,1899
3105536,1895
3105684,1877
3105690,1892
3106151,
3106280,
3108301,1892
3108610,1880
3109754,1732
3110247,1853
3110248,1857
3110249,
3110656,1869
3110804,1835
3110852,1822
3110853,1866
3110861,1894
3110863,
3110864,1861
3111784,
3111836,
3112102,1893
3112351,1692
3113421,1848
3114326,
3114769,1824
3114770,1825
3115382,
3116403,1891
3117493,
3118359,1883
3120567,1838
3120569,1843
3120909,1865
3121042,1822
3121086,1845
3121111,1802
3121112,1806
3121739,1861
3122160,1879
3123106,1892
3123205,1895
3123420,1841
3123421,1856
3123422,1867
3123553,
3123767,1842
3123918,1874
3124592,1891
3124724,1868
3124968,1806
3124986,1793
3125843,1888
3126269,1864
3127162,1815
3127242,1866
3127595,1853
3128759,1805
3128897,1878
3129565,1832
3129906,1861
3130075,1871
3130126,
3130214,
3130729,1819
3130863,1892
3130937,1763
3131909,1859
3132450,
3133643,1880
3134236,
3135322,
3135690,1868
3136239,1846
3136929,1852
3136980,
3137371,1858
3137387,1840
3138299,1881
3138302,1874
3140020,1888
3141105,1795
3141187,1828
3141285,1883
3142238,1861
3142539,1824
3142565,1884
3142692,1811
3142708,1861
3142745,
3142968,
3144173,1861
3152932,1855
3152968,1892
3153071,1893
3153101,1891
3153293,1883
3154914,1871
3155785,1873
3157182,1876
3157266,1890
3157821,
3157831,
3157861,1883
3157865,1855
3157959,1870
3157960,1870
3158012,1872
3158978,
3159157,1783
3159991,1878
3160477,1888
3161606,1877
3161607,1878
3161614,1853
3161615,
3161632,1894
3161989,1860
3162473,1851
3163074,1821
3163075,1826
3163165,1812
3164104,1844
3164126,1836
3164407,1885
3165056,1871
3165396,1891
3166126,1823
3166804,1883
3168152,1863
3169548,1815
3170195,1840
3171586,1880
3171810,1839
3171900,1849
3172157,1844
3172601,1898
3173222,
3173351,1766
3173996,1875
3174071,1873
3174236,1893
3174682,1895
3174838,1865
3176460,1739
3177092,1896
3178317,1874
3179115,1883
3180124,1885
3180149,1896.
3181736,1838
3184166,1885
3184167,1884
3184427,1848
3184907,
3185277,1823
3185425,1892
3185693,1890
3185876,1850
3188659,1846
3188751,1858
3188850,1805
3189057,1776
3190659,1885
3191049,1824
3191349,
3191478,1895
3191783,
3191786,1883
3191788,1887
3191931,1834
3191957,
3193302,1859
3193747,1886
3193748,1894
3194842,1827
3195041,1881
3195062,1877
3195064,1890
3205343,
3205347,1826
3205364,1844
3205499,1787
3205573,1878
3206678,
3206679,1889
3206680,1892
3206683,1893
3206686,1896
3206690,1892
3206702,1893
3207507,1859
3207508,1881
3207591,
3207880,1895
3208461,1897
